Artista;PapelArtista;TituloObra;FechaDeTexto;Medio;Año;AñoAdquisicion;Dimensiones;Ancho;Alto;ArtistaCatálogo;Museo
Hirst, Damien;artist;Orbital;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled 06 (from I Once Was What You Are, You Will Be What I Am portfolio);2007;Photo-etching on paper;2007;2013;image: 932 x 852 mm;932.0;852.0;Damien Hirst;TATE
Hirst, Damien;artist;Away from the Flock;1994;Glass, stainless steel, Perspex, acrylic paint, lamb and formaldehyde solution;1994;2009;displayed: 960 x 1490 x 510 mm;960.0;1490.0;Damien Hirst;TATE
Rauschenberg, Robert;artist;Soviet/American Array III;1989–90;Etching on paper;1989;2002;image: 2218 x 1327 mm;2218.0;1327.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Soviet/American Array IV;1988–90;Etching on paper;1988;2002;image: 2214 x 1316 mm;2214.0;1316.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Glacial Decoy Series (Lithograph IV);1980;Lithograph on paper;1980;1981;image: 1680 x 1022 mm;1680.0;1022.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Visitation II;1965;Lithograph on paper;1965;1985;image: 765 x 564 mm;765.0;564.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Pledge;1968;Lithograph on paper;1968;1985;image: 803 x 584 mm;803.0;584.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Caucus;1997;Lithograph on paper;1997;2013;image: 941 x 687 mm;941.0;687.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;The Razorback Bunch (Etching I);1980;Etching on paper;1980;1985;image: 735 x 575 mm;735.0;575.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Glacial Decoy Series (Lithograph I);1979;Lithograph on paper;1979;1980;image: 806 x 1213 mm;806.0;1213.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Water Stop;1968;Lithograph on paper;1968;1981;image: 1375 x 806 mm;1375.0;806.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Night Grip;1966;Lithograph on paper;1966;1981;image: 633 x 457 mm;633.0;457.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Revenue (Spread);1980;Board, paper, fabric, aluminium and Perspex;1980;1982;object: 2435 x 2640 x 670 mm;2435.0;2640.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Soviet/American Array II;1988–90;Etching and collage on paper;1988;2002;image: 2170 x 1329 mm;2170.0;1329.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Soviet/American Array V;1988–90;Etching on paper;1988;2002;image: 2220 x 1346 mm;2220.0;1346.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Lawn;1965;Lithograph on paper;1965;1992;image: 810 x 603 mm;810.0;603.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Almanac;1962;Oil paint, acrylic paint and screenprint on canvas;1962;1969;support: 2450 x 1535 x 25 mm frame: 2469 x 1552 x 45 mm;2450.0;1535.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Bazaar;1984;Etching and lithograph on paper;1984;1985;image: 1073 x 759 mm;1073.0;759.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Yellow Body;1971;Screenprint on paper;1971;1984;image: 1228 x 1858 mm frame: 1267 x 1620 x 25 mm;1228.0;1858.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Soviet/American Array I;1988–90;Etching and collage on paper;1988;2002;image: 2220 x 1336 mm;2220.0;1336.0;Robert Rauschenberg;TATE
Rauschenberg, Robert;artist;Preview;1974;2 works on fabric, lithograph and screenprint;1974;1982;unconfirmed: 1750 x 2045 mm;1750.0;2045.0;Robert Rauschenberg;TATE
Motherwell, Robert;artist;Airless Black;1983;Lithograph on paper;1983;2004;image: 340 x 462 mm;340.0;462.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 6;1970;Screenprint on paper;1970;1975;image: 810 x 597 mm;810.0;597.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 9;1970;Screenprint on paper;1970;1975;image: 810 x 600 mm;810.0;600.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Rumble;1984;Lithograph on paper;1984;2004;image: 816 x 660 mm;816.0;660.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 13;1970;Screenprint on paper;1970;1975;image: 715 x 560 mm;715.0;560.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Wall of Spain;1983;Lithograph on paper;1983;2004;image: 350 x 905 mm;350.0;905.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black in Black;1983;Lithograph on paper;1983;2004;image: 281 x 213 mm;281.0;213.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Mediterranean, State II Yellow;1975;Lithograph and screenprint on paper;1975;2004;image: 725 x 508 mm;725.0;508.0;Robert Motherwell;TATE
Motherwell, Robert;artist;The Quarrel;1983;Lithograph on paper;1983;2004;image: 910 x 650 mm;910.0;650.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 10;1970;Screenprint on paper;1970;1975;image: 810 x 602 mm;810.0;602.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Untitled C;1970;Screenprint on paper;1970;1975;image: 715 x 558 mm;715.0;558.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Untitled D;1970;Screenprint on paper;1970;1975;image: 713 x 559 mm;713.0;559.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Open No. 121 (Bolton Landing Elegy);1969;Acrylic paint and charcoal on canvas;1969;1970;support: 2438 x 4420 mm;2438.0;4420.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Elegy Black Black;1983;Lithograph on paper;1983;2004;image: 383 x 970 mm;383.0;970.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Brushstroke;1980;Lithograph on paper;1980;2004;image: 399 x 295 mm;399.0;295.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Vivo (Sepia);1986;Lithograph on paper;1986;2004;image: 865 x 1093 mm;865.0;1093.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Mediterranean, State I White;1975;Lithograph and screenprint on paper;1975;2004;image: 722 x 509 mm;722.0;509.0;Robert Motherwell;TATE
Motherwell, Robert;artist;La Guerra II;1980;Lithograph on paper;1980;2004;image: 704 x 997 mm;704.0;997.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Easter Day 1979;1980;Lithograph on paper;1980;2004;image: 875 x 580 mm;875.0;580.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 13;1970–6;Screenprint on paper;1970;1975;image: 918 x 610 mm;918.0;610.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations VII;1984;Printed paper on lithograph on paper;1984;2004;image: 1226 x 817 mm;1226.0;817.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Forever Black;1983;Lithograph on paper;1983;2004;image: 388 x 910 mm;388.0;910.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Through Black Emerge Purified;1983;Lithograph on paper;1983;2004;image: 310 x 830 mm;310.0;830.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Poet (1);1961;Lithograph on paper;1961;1976;image: 549 x 410 mm;549.0;410.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Iberia No. II;1958;Oil paint on canvas;1958;1996;support: 1203 x 2042 mm frame: 1240 x 2073 x 63 mm;1203.0;2042.0;Robert Motherwell;TATE
Motherwell, Robert;artist;On Stage;1983;Lithograph on paper;1983;2004;image: 334 x 356 mm;334.0;356.0;Robert Motherwell;TATE
Motherwell, Robert;artist;La Guerra I;1980;Lithograph on paper;1980;2004;image: 755 x 1108 mm;755.0;1108.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 4;1970;Screenprint on paper;1970;1975;image: 812 x 600 mm;812.0;600.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Mediterranean;1975;Lithograph and screenprint on paper;1975;2004;image: 722 x 509 mm;722.0;509.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Ulysses;1947;Oil paint on cardboard on wood;1947;1996;support: 857 x 711 mm frame: 962 x 814 x 85 mm;857.0;711.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 7;1970;Screenprint on paper;1970;1975;image: 717 x 560 mm;717.0;560.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Untitled A;1970;Screenprint on paper;1970;1975;image: 718 x 559 mm;718.0;559.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Game of Chance;1987;Lithograph, aquatint, paper, pastel and acrylic paint on paper;1987;2004;image: 592 x 418 mm;592.0;418.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations II;1984;Lithograph and printed paper on paper;1984;2004;image: 1067 x 650 mm;1067.0;650.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Night Arrived;1983;Lithograph on paper;1983;2004;image: 180 x 238 mm;180.0;238.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations V;1984;Printed paper on lithograph on paper;1984;2004;image: 1171 x 801 mm;1171.0;801.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Gypsy Curse;1983;Lithograph and chine collé on paper;1983;2004;image: 227 x 148 mm;227.0;148.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 3;1970;Screenprint on paper;1970;1975;image: 715 x 560 mm;715.0;560.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 2;1970;Screenprint on paper;1970;1975;image: 810 x 597 mm;810.0;597.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Untitled B;1970;Screenprint on paper;1970;1975;image: 714 x 560 mm;714.0;560.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Wall of Spain;1983;Lithograph on paper;1983;2004;image: 350 x 916 mm;350.0;916.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 5;1970;Screenprint on paper;1970;1975;image: 807 x 605 mm;807.0;605.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black of the Echo;1983;Lithograph on paper;1983;2004;image: 231 x 339 mm;231.0;339.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Lament;1983;Lithograph on paper;1983;2004;image: 340 x 622 mm;340.0;622.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Undone by Tears;1983;Lithograph on paper;1983;2004;image: 263 x 297 mm;263.0;297.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Spanish Elegy I;1975;Lithograph on paper;1975;2004;image: 360 x 475 mm;360.0;475.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 5;1970–2;Screenprint on paper;1970;1975;image: 918 x 613 mm;918.0;613.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 8;1970;Screenprint on paper;1970;1975;image: 809 x 600 mm;809.0;600.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 8;1970;Screenprint on paper;1970;1975;image: 714 x 559 mm;714.0;559.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 1;1970;Screenprint on paper;1970;1975;image: 810 x 597 mm;810.0;597.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Banners;1983;Lithograph on paper;1983;2004;image: 277 x 220 mm;277.0;220.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Eternal Black;1983;Lithograph on paper;1983;2004;image: 328 x 245 mm;328.0;245.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Airless Black;1983;Lithograph on paper;1983;2004;image: 350 x 450 mm;350.0;450.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black Concentrated;1983;Lithograph on paper;1983;2004;image: 280 x 490 mm;280.0;490.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Black with No Way Out;1983;Lithograph on paper;1983;2004;image: 390 x 917 mm;390.0;917.0;Robert Motherwell;TATE
Motherwell, Robert;artist;The Dalton Print;1979;Lithograph on paper;1979;2004;image: 550 x 455 mm;550.0;455.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Spanish Elegy II;1975;Lithograph on paper;1975;2004;image: 370 x 471 mm;370.0;471.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Mourning;1983;Lithograph on paper;1983;2004;image: 340 x 350 mm;340.0;350.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Through Black Emerge Purified;1983;Lithograph on paper;1983;2004;image: 349 x 885 mm;349.0;885.0;Robert Motherwell;TATE
Motherwell, Robert;artist;[no title];1964;Screenprint on paper on screenprint on paper;1964;1996;image: 560 x 406 mm;560.0;406.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations VI;1984;Printed paper on lithograph on paper;1984;2004;image: 1171 x 802 mm;1171.0;802.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations III;1984;Printed paper on lithograph on paper;1984;2004;image: 1221 x 782 mm;1221.0;782.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations IX;1984;Lithograph on papers on paper;1984;2004;image: 705 x 441 mm;705.0;441.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Open No. 122 in Scarlet and Blue;1969;Acrylic paint and charcoal on canvas;1969;1970;support: 2134 x 2540 mm;2134.0;2540.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 3;1970;Screenprint on paper;1970;1975;image: 810 x 598 mm;810.0;598.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 12;1970;Screenprint on paper;1970;1975;image: 716 x 560 mm;716.0;560.0;Robert Motherwell;TATE
Motherwell, Robert;artist;No. 4;1970;Screenprint on paper;1970;1975;image: 715 x 560 mm;715.0;560.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Invisible Stab;1983;Lithograph on paper;1983;2004;image: 315 x 305 mm;315.0;305.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Poor Spain;1983;Lithograph on paper;1983;2004;image: 349 x 885 mm;349.0;885.0;Robert Motherwell;TATE
Motherwell, Robert;artist;America-La France Variations IV;1984;Printed paper on lithograph on paper;1984;2004;image: 1048 x 674 mm;1048.0;674.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Negro;1983;Lithograph on paper;1983;2004;image: 334 x 317 mm;334.0;317.0;Robert Motherwell;TATE
Motherwell, Robert;artist;El General;1980;Lithograph on paper;1980;2004;image: 994 x 698 mm;994.0;698.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Africa 7;1970;Screenprint on paper;1970;1975;image: 807 x 597 mm;807.0;597.0;Robert Motherwell;TATE
Motherwell, Robert;artist;Elegy to the Spanish Republic #132;1975–85;Acrylic paint on canvas;1975;2002;support: 2440 x 3050 mm;2440.0;3050.0;Robert Motherwell;TATE
Stella, Frank;artist;Orofena;1998;Lithograph, screenprint, etching and aquatint on paper;1998;2004;image: 547 x 552 mm;547.0;552.0;Frank Stella;TATE
Stella, Frank;artist;Eusapia;1998;Lithograph, screenprint, etching and relief on paper;1998;2004;image: 550 x 550 mm;550.0;550.0;Frank Stella;TATE
Stella, Frank;artist;Jundapur;1996;Lithograph, screenprint, etching, aquatint and relief on paper;1996;2004;image: 720 x 658 mm;720.0;658.0;Frank Stella;TATE
Stella, Frank;artist;Egyplosis;1996;Lithograph, etching, aquatint, relief and screenprint on paper;1996;2004;image: 657 x 653 mm;657.0;653.0;Frank Stella;TATE
Stella, Frank;artist;The Cabin. Ahab and Starbuck;1991;Etching, aquatint and relief on paper;1991;2004;image: 1896 x 1337 mm;1896.0;1337.0;Frank Stella;TATE
Stella, Frank;artist;[title not known];1967;Lithograph on paper;1967;2000;unconfirmed: 381 x 559 mm;381.0;559.0;Frank Stella;TATE
Stella, Frank;artist;[title not known];1967;Lithograph on paper;1967;2000;unconfirmed: 381 x 559 mm;381.0;559.0;Frank Stella;TATE
Stella, Frank;artist;Bene come il sale;1989;Etching, aquatint and relief on paper;1989;2004;image: 1940 x 1508 mm;1940.0;1508.0;Frank Stella;TATE
Stella, Frank;artist;II;1980;Screenprint and lithograph on paper;1980;1980;image: 978 x 965 mm;978.0;965.0;Frank Stella;TATE
Stella, Frank;artist;Estoril Five II;1982;Etching and relief print on paper;1982;1982;image: 1695 x 1315 mm;1695.0;1315.0;Frank Stella;TATE
Stella, Frank;artist;Bilbimtesirol;1996;Lithograph, etching, aquatint and relief on paper;1996;2004;image: 661 x 663 mm;661.0;663.0;Frank Stella;TATE
Stella, Frank;artist;Talladega Three III;1982;Relief on paper;1982;2004;image: 1680 x 1318 mm;1680.0;1318.0;Frank Stella;TATE
Stella, Frank;artist;Schwarze Weisheit #2;2000;Aquatint and lithograph on paper;2000;2004;image: 811 x 629 mm;811.0;629.0;Frank Stella;TATE
Stella, Frank;artist;Calnogor;1996;Etching, aquatint and relief on paper;1996;2004;image 676 x 676 mm;676.0;676.0;Frank Stella;TATE
Stella, Frank;artist;[title not known];1967;Lithograph on paper;1967;2000;unconfirmed: 381 x 559 mm;381.0;559.0;Frank Stella;TATE
Stella, Frank;artist;Juam;1997;Relief, etching, aquatint, lithograph, screenprint, woodcut and engraving on paper;1997;2004;image: 2375 x 1545 mm;2375.0;1545.0;Frank Stella;TATE
Stella, Frank;artist;Fattipuff;1996;Lithograph, screenprint, etching, aquatint and relief on paper;1996;2004;image: 812 x 816 mm;812.0;816.0;Frank Stella;TATE
Stella, Frank;artist;Giufá e la berretta rossa;1989;Etching, aquatint, relief and engraving on paper;1989;2004;image: 1965 x 1435 mm;1965.0;1435.0;Frank Stella;TATE
Stella, Frank;artist;[title not known];1967;Lithograph on paper;1967;2000;unconfirmed: 381 x 559 mm;381.0;559.0;Frank Stella;TATE
Stella, Frank;artist;Untitled (Rabat);1964;Screenprint on paper;1964;1996;image: 457 x 457 mm;457.0;457.0;Frank Stella;TATE
Stella, Frank;artist;Bene come il sale, State I;1989;Etching, aquatint and relief on paper;1989;2004;image: 1937 x 1507 mm;1937.0;1507.0;Frank Stella;TATE
Stella, Frank;artist;Swan Engraving IV;1982;Etching and relief on paper;1982;2004;image: 1653 x 1303 mm;1653.0;1303.0;Frank Stella;TATE
Stella, Frank;artist;Libertinia;1995;Relief, screenprint, etching, aquatint, lithograph and engraving on paper;1995;2004;image: 1257 x 557 mm;1257.0;557.0;Frank Stella;TATE
Stella, Frank;artist;Guadalupe Island, Caracara;1979;Lacquer, silkscreen ink, acrylic paint, beads, crayon, glass, aluminium glitter, resin on aluminium honeycomb panel;1979;1980;object: 2381 x 3073 x 457 mm;2381.0;3073.0;Frank Stella;TATE
Stella, Frank;artist;Salta nel mio Sacco;1984;Aluminium and oil paint on canvas;1984;1996;object: 3735 x 3250 x 390 mm;3735.0;3250.0;Frank Stella;TATE
Stella, Frank;artist;Aiolio;1998;Lithograph, screenprint, etching, aquatint and relief on paper;1998;2004;image: 545 x 722 mm;545.0;722.0;Frank Stella;TATE
Stella, Frank;artist;Stranz;1999;Screenprint on paper;1999;2004;image: 1907 x 1056 mm;1907.0;1056.0;Frank Stella;TATE
Stella, Frank;artist;Had Gadya: Back Cover;1982–4;Lithograph, linocut, screenprint and hand colouring on paper;1982;1996;image: 1450 x 1230 mm;1450.0;1230.0;Frank Stella;TATE
Stella, Frank;artist;Nemrik;1999;Screenprint, relief, etching, lithograph, engraving and stencil on paper;1999;2004;image: 1128 x 818 mm;1128.0;818.0;Frank Stella;TATE
Stella, Frank;artist;Perinthia;1996;Lithograph, screenprint, etching, aquatint and relief on paper;1996;2004;image: 672 x 678 mm;672.0;678.0;Frank Stella;TATE
Stella, Frank;artist;Schwarze Weisheit #3;2000;Aquatint and lithograph on paper;2000;2004;image: 803 x 618 mm;803.0;618.0;Frank Stella;TATE
Stella, Frank;artist;Roncador;1998;Lithograph, screenprint, etching and relief on paper;1998;2004;image: 542 x 554 mm;542.0;554.0;Frank Stella;TATE
Stella, Frank;artist;A Bower in the Arsacides;1993;Lithograph, etching, aquatint, relief and collagraph on paper;1993;2004;image: 1479 x 1250 mm;1479.0;1250.0;Frank Stella;TATE
Stella, Frank;artist;Stubb & Flash Kill A Right Whale;1991;Etching, aquatint, carborundum mezzotint and relief on paper;1991;2004;image: 1940 x 1365 mm;1940.0;1365.0;Frank Stella;TATE
Stella, Frank;artist;Imola Three I;1982;Relief and engraving on paper;1982;2004;image: 1677 x 1305 mm;1677.0;1305.0;Frank Stella;TATE
Stella, Frank;artist;Swan Engraving II;1982;Etching on paper;1982;2004;image: 1678 x 1315 mm;1678.0;1315.0;Frank Stella;TATE
Stella, Frank;artist;I;1980;Screenprint and lithograph on paper;1980;1980;image: 978 x 965 mm;978.0;965.0;Frank Stella;TATE
Stella, Frank;artist;[title not known];1967;Lithograph on paper;1967;2000;unconfirmed: 381 x 559 mm;381.0;559.0;Frank Stella;TATE
Stella, Frank;artist;Iffish;1998;Lithograph, screenprint, etching, aquatint, relief and engraving on paper;1998;2004;image: 556 x 536 mm;556.0;536.0;Frank Stella;TATE
Stella, Frank;artist;Sanor;1996;Lithograph, screenprint, etching, aquatint, relief and engraving on paper;1996;2004;image: 697 x 677 mm;697.0;677.0;Frank Stella;TATE
Stella, Frank;artist;Plutusia;1996;Lithograph, screenprint, etching, aquatint, relief, mezzotint and engraving on paper;1996;2004;image: 665 x 660 mm;665.0;660.0;Frank Stella;TATE
Stella, Frank;artist;Jonah Historically Regarded (Dome);1992;Etching, aquatint, relief, engraving, screenprint and stencil on paper;1992;2004;image: 1845 x 1345 x 140 mm;1845.0;1345.0;Frank Stella;TATE
Stella, Frank;artist;Fattiburg;1996;Lithograph, screenprint, etching, aquatint, relief and engraving on paper;1996;2004;image: 811 x 804 mm;811.0;804.0;Frank Stella;TATE
Stella, Frank;artist;Talladega Five I;1982;Relief and woodcut on paper;1982;2004;image: 1680 x 1305 mm;1680.0;1305.0;Frank Stella;TATE
Stella, Frank;artist;Schwarze Weisheit for D.J.;2000;Lithograph, etching, aquatint and relief on paper;2000;2004;image: 1204 x 1012 mm;1204.0;1012.0;Frank Stella;TATE
