Artista;PapelArtista;TituloObra;FechaDeTexto;Medio;Año;AñoAdquisicion;Dimensiones;Ancho;Alto;ArtistaCatálogo;Museo
Magritte, René;artist;Man with a Newspaper;1928;Oil paint on canvas;1928;1964;support: 1156 x 813 mm frame: 1279 x 940 x 75 mm;1156.0;813.0;René Magritte;TATE
Magritte, René;artist;The Future of Statues;1937;Oil paint on plaster;1937;1981;object: 330 x 165 x 203 mm;330.0;165.0;René Magritte;TATE
Moholy-Nagy, László;artist;K VII;1922;Oil paint on canvas;1922;1961;support: 1153 x 1359 mm frame: 1308 x 1512 x 80 mm;1153.0;1359.0;László Moholy-Nagy;TATE
Twombly, Cy;artist;No. V;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;Untitled II;1967;Etching on paper;1967;1981;image: 597 x 718 mm;597.0;718.0;Cy Twombly;TATE
Twombly, Cy;artist;Quattro Stagioni: Estate;1993–5;Acrylic paint and graphite on canvas;1993;2002;support: 3141 x 2152 x 35 mm frame: 3241 x 2250 x 67 mm;3141.0;2152.0;Cy Twombly;TATE
Twombly, Cy;artist;No. III;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;Quattro Stagioni: Autunno;1993–5;Acrylic paint, oil paint, crayon and graphite on canvas;1993;2002;support: 3136 x 2150 x 35 mm frame: 3230 x 2254 x 67 mm;3136.0;2150.0;Cy Twombly;TATE
Twombly, Cy;artist;Quattro Stagioni: Inverno;1993–5;Acrylic paint, oil paint and graphite on canvas;1993;2002;support: 3135 x 2210 x 35 mm frame: 3229 x 2300 x 67 mm;3135.0;2210.0;Cy Twombly;TATE
Twombly, Cy;artist;The Song of the Border-Guard;1952;Woodcut on paper;1952;1992;image: 332 x 508 mm;332.0;508.0;Cy Twombly;TATE
Twombly, Cy;artist;No. VI;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;No. II;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;No. I;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;No. X;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;No. IV;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;No. VII;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;Untitled I;1967;Etching and aquatint on paper;1967;1995;image: 596 x 717 mm;596.0;717.0;Cy Twombly;TATE
Twombly, Cy;artist;Souvenir de L’Ile des Saintes;1979;8 works on paper, watercolour and gouache;1979;2009;support, each: 252 x 287 mm;;;Cy Twombly;TATE
Twombly, Cy;artist;No. IX;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Twombly, Cy;artist;Quattro Stagioni: Primavera;1993–5;Acrylic paint, oil paint, crayon and graphite on canvas;1993;2002;support: 3132 x 1895 x 35 mm frame: 3230 x 1996 x 67 mm;3132.0;1895.0;Cy Twombly;TATE
Twombly, Cy;artist;No. VIII;1974;Lithograph and mixed media on paper;1974;1981;support: 758 x 558 mm;758.0;558.0;Cy Twombly;TATE
Kirchner, Ernst Ludwig;artist;Bathers at Moritzburg;1909–26;Oil paint on canvas;1909;1980;support: 1511 x 1997 mm frame: 1760 x 2262 x 71 mm;1511.0;1997.0;Ernst Ludwig Kirchner;TATE
Bourgeois, Louise;artist;Tree with Trunk;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Avenza;1968–9, cast 1992;Plaster and latex;1968;2001;unconfirmed: 520 x 1050 x 965 mm;520.0;1050.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Cell (Eyes and Mirrors);1989–93;Steel, limestone and glass;1989;1994;unconfirmed: 2362 x 2108 x 2184 mm;2362.0;2108.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Woman with Suitcase;1994;Drypoint and aquatint on paper;1994;1994;image: 183 x 290 mm;183.0;290.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Sculptress;1994;Drypoint on paper;1994;1994;image: 332 x 207 mm;332.0;207.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Mamelles;1991, cast 2001;Rubber, fibreglass and wood;1991;2005;object: 482 x 3408 x 482 mm;482.0;3408.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Empty Nest;1994;Drypoint and aquatint on paper;1994;1994;image: 227 x 303 mm;227.0;303.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Blue Dress;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Amputee with Crutch;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Tree with Shoes;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Paternity;1994;Drypoint on paper;1994;1994;image: 119 x 225 mm;119.0;225.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Amputee with Peg Leg;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Boy and Girl;1994;Drypoint on paper;1994;1994;image: 98 x 62 mm image: 90 x 56 mm;98.0;62.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Man, Keys, Phone, Clock;1994;Drypoint on paper;1994;1994;image: 221 x 168 mm;221.0;168.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Woman in Bathtub;1994;Drypoint and aquatint on paper;1994;1994;image: 275 x 214 mm;275.0;214.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Amputee;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Children in Tub;1994;Drypoint and aquatint on paper;1994;1994;image: 106 x 137 mm;106.0;137.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Birth;1994;Drypoint on paper;1994;1994;image: 236 x 182 mm;236.0;182.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Sewing;1994;Drypoint on paper;1994;1994;image: 217 x 132 mm;217.0;132.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Tree with Woman;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Untitled (Safety Pins);1991;Drypoint on paper;1991;1994;image: 303 x 379 mm;303.0;379.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Sleeping Man;1994;Drypoint on paper;1994;1994;image: 210 x 157 mm;210.0;157.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Toilette;1994;Drypoint on paper;1994;1994;image: 144 x 91 mm;144.0;91.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Amoeba;1963–5, cast 1984;Bronze;1963;2001;object:916 x 694 x 300 weight:approx. 75kg (124kg cased);;;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Woman and Clock;1994;Drypoint and aquatint on paper;1994;1994;image: 223 x 128 mm;223.0;128.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Scissors;1994;Drypoint and aquatint on paper;1994;1994;image: 352 x 252 mm;352.0;252.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Maman;1999;Steel and marble;1999;2008;9271 x 8915 x 10236 mm;8915.0;10236.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Tree;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Bourgeois, Louise;artist;Tree with Red Crutch;1998;Etching, drypoint and aquatint on paper;1998;2002;image: 760 x 553 mm;760.0;553.0;Louise Bourgeois;TATE
Rothko, Mark;artist;Black on Maroon;1959;Oil paint, acrylic paint and glue tempera on canvas;1959;1969;support: 2667 x 4572 x 38 mm;2667.0;4572.0;Mark Rothko;TATE
Rothko, Mark;artist;Untitled;1969;Acrylic paint on paper;1969;1986;support: 1730 x 1235 mm;1730.0;1235.0;Mark Rothko;TATE
Rothko, Mark;artist;Black on Maroon;1958;Oil paint, glue tempera and acrylic paint on canvas;1958;1969;support: 2286 x 2070 mm;2286.0;2070.0;Mark Rothko;TATE
Rothko, Mark;artist;Black on Maroon;1958;Oil paint and acrylic paint on canvas;1958;1969;support: 2667 x 2413 mm;2667.0;2413.0;Mark Rothko;TATE
Rothko, Mark;artist;Untitled;c.1950–2;Oil paint on canvas;1950;1986;support: 1900 x 1011 x 35 mm;1900.0;1011.0;Mark Rothko;TATE
Rothko, Mark;artist;Red on Maroon;1959;Oil paint, acrylic paint and glue on canvas;1959;1969;support: 1829 x 4572 x 31 mm;1829.0;4572.0;Mark Rothko;TATE
Rothko, Mark;artist;Untitled;c.1946–7;Oil paint on canvas;1946;1986;support: 1000 x 700 mm frame: 1032 x 736 x 50 mm;1000.0;700.0;Mark Rothko;TATE
Rothko, Mark;artist;Red on Maroon;1959;Oil paint, acrylic paint and glue tempera on canvas;1959;1969;support: 2667 x 2388 x 35 mm;2667.0;2388.0;Mark Rothko;TATE
Rothko, Mark;artist;Red on Maroon;1959;Oil paint, acrylic paint and glue on canvas;1959;1969;support: 1829 x 4572 x 43 mm;1829.0;4572.0;Mark Rothko;TATE
Rothko, Mark;artist;Red on Maroon;1959;Oil paint, pigments and glue on canvas;1959;1969;support: 2667 x 4572 mm;2667.0;4572.0;Mark Rothko;TATE
Rothko, Mark;artist;Black on Maroon;1958;Oil paint, acrylic paint, glue tempera and pigment on canvas;1958;1968;support: 2667 x 3812 mm;2667.0;3812.0;Mark Rothko;TATE
Rothko, Mark;artist;Black on Maroon;1959;Oil paint, acrylic paint and glue tempera on canvas;1959;1969;support: 2667 x 2286 x 42 mm;2667.0;2286.0;Mark Rothko;TATE
Rothko, Mark;artist;Light Red Over Black;1957;Oil paint on canvas;1957;1959;support: 2306 x 1527 x 38 mm;2306.0;1527.0;Mark Rothko;TATE
Duchamp, Marcel;artist;Dart Object;1951, cast 1962;Bronze;1951;1997;object: 78 x 197 x 90 mm;78.0;197.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;Wedge of Chastity;1954, cast 1963;Bronze and plastic;1954;1997;object: 63 x 87 x 42 mm;63.0;87.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;3 stoppages étalon (3 Standard Stoppages);1913–4, replica 1964;Wood, glass and paint on canvas;1913;1999;displayed: 400 x 1300 x 900 mm;400.0;1300.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;The Bride Stripped Bare by her Bachelors, Even (The Large Glass);1915–23, reconstruction by Richard Hamilton 1965–6, lower panel remade 1985;Oil, lead, dust and varnish on glass;1915;1975;object: 2775 x 1759 mm;2775.0;1759.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;Why Not Sneeze Rose Sélavy?;1921, replica 1964;Wood, metal, marble, cuttlefish bone, thermometer and glass;1921;1999;unconfirmed: 114 x 220 x 160 mm;114.0;220.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;The Bride Stripped Bare by her Bachelors Even (The Green Box);1934;Cardboard box, colour plate and 94 lithographs, collotypes and ink on paper;1934;2001;object: 333 x 279 x 25 mm;333.0;279.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;Female Fig Leaf;1950, cast 1961;Bronze;1950;1997;object: 90 x 137 x 125 mm;90.0;137.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;Coffee Mill;1911;Oil paint and graphite on board;1911;1981;support: 330 x 127 mm frame: 683 x 457 x 61 mm;330.0;127.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;Fresh Widow;1920, replica 1964;Wood, metal, leather and Perspex;1920;1997;object: 789 x 532 x 99 mm;789.0;532.0;Marcel Duchamp;TATE
Duchamp, Marcel;artist;Fountain;1917, replica 1964;Porcelain;1917;1999;unconfirmed: 360 x 480 x 610 mm;360.0;480.0;Marcel Duchamp;TATE
Morris, Robert;artist;Location Piece;1973;Lead and aluminuim on board;1973;1974;object: 537 x 537 x 38 mm;537.0;537.0;Robert Morris;TATE
Morris, Robert;artist;Untitled;1965, reconstructed 1971;Mirror glass and wood;1965;1972;object: 914 x 914 x 914 mm;914.0;914.0;Robert Morris;TATE
Morris, Robert;artist;Neo Classic;1971;Film, 16 mm, shown as video, projection, black and white;1971;2002;overall display dimensions variable;;;Robert Morris;TATE
Morris, Robert;artist;Untitled 1967-8;1967–8;Fibreglass and nylon threads;1967;1970;object: 457 x 2438 x 2438 mm;457.0;2438.0;Robert Morris;TATE
Morris, Robert;artist;Location;1962–3;Oil paint on panel with mechanical counters;1962;2011;object: 512 x 512 mm;512.0;512.0;Robert Morris;TATE
Morris, Robert;artist;Untitled;1964;Painted wood, piano hinge and metal rod supported on hooks;1964;2011;unconfirmed: 174 x 1855 x 70 mm open confirmed: 105 x 1855 x 70 mm closed;;;Robert Morris;TATE
Hofmann, Hans;artist;Nulli Secundus;1964;Oil paint on canvas;1964;1986;support: 2136 x 1318 mm frame: 2184 x 1368 x 50 mm;2136.0;1318.0;Hans Hofmann;TATE
Hofmann, Hans;artist;Pompeii;1959;Oil paint on canvas;1959;1981;support: 2140 x 1327 mm;2140.0;1327.0;Hans Hofmann;TATE
Derain, André;artist;The Painter and his Family;c.1939;Oil paint on canvas;1939;1987;support: 1765 x 1238 mm frame: 1897 x 1360 x 114 mm;1765.0;1238.0;André Derain;TATE
Derain, André;artist;Henri Matisse;1905;Oil paint on canvas;1905;1958;support: 460 x 349 mm frame: 710 x 595 x 112 mm;460.0;349.0;André Derain;TATE
Derain, André;artist;Landscape near Barbizon;c.1922;Oil paint on canvas;1922;1935;support: 708 x 727 mm;708.0;727.0;André Derain;TATE
Derain, André;artist;Still Life;c.1938–43;Oil paint on canvas;1938;1986;support: 885 x 1458 mm;885.0;1458.0;André Derain;TATE
Derain, André;artist;Sketch for ‘The Old Bridge at Cagnes’;1910;Graphite and watercolour on paper;1910;1957;support: 197 x 222 mm;197.0;222.0;André Derain;TATE
Derain, André;artist;The Pool of London;1906;Oil paint on canvas;1906;1951;support: 657 x 991 mm frame: 794 x 1130 x 76 mm;657.0;991.0;André Derain;TATE
Derain, André;artist;Madame Derain in a White Shawl;c.1919–20;Oil paint on canvas;1919;1982;support: 1955 x 975 mm frame: 2125 x 1136 x 62 mm;1955.0;975.0;André Derain;TATE
Braque, Georges;artist;Guitar and Jug;1927;Oil paint on canvas;1927;1928;support: 810 x 1165 mm frame: 1135 x 1488 x 106 mm;810.0;1165.0;Georges Braque;TATE
Braque, Georges;artist;The Billiard Table;1945;Oil paint and sand on canvas;1945;2003;support: 891 x 1163 x 22 mm frame: 1176 x 1443 x 113 mm;891.0;1163.0;Georges Braque;TATE
Braque, Georges;artist;Glass and Plate of Apples;1925;Oil paint on board;1925;1926;support: 400 x 600 mm frame: 625 x 822 x 85 mm;400.0;600.0;Georges Braque;TATE
Braque, Georges;artist;Still Life;1924;Charcoal and graphite on paper;1924;1994;support: 295 x 350 mm;295.0;350.0;Georges Braque;TATE
Braque, Georges;artist;Bather;1925;Oil paint on board;1925;1933;support: 670 x 543 mm;670.0;543.0;Georges Braque;TATE
Braque, Georges;artist;Helios V;1948;Lithograph on paper;1948;1994;image: 502 x 425 mm;502.0;425.0;Georges Braque;TATE
Braque, Georges;artist;Glass on a Table;1909–10;Oil paint on canvas;1909;1988;support: 331 x 372 mm frame: 582 x 620 x 73 mm;331.0;372.0;Georges Braque;TATE
Braque, Georges;artist;Woman with Mandolin;1945;Lithograph on paper;1945;1991;image: 245 x 170 mm;245.0;170.0;Georges Braque;TATE
Braque, Georges;artist;Mandora;1909–10;Oil paint on canvas;1909;1966;support: 711 x 559 mm frame: 926 x 802 x 75 mm;711.0;559.0;Georges Braque;TATE
Braque, Georges;artist;The Bird;1949;Lithograph on paper;1949;1975;image: 498 x 762 mm;498.0;762.0;Georges Braque;TATE
Braque, Georges;artist;Bottle and Fishes;c.1910–2;Oil paint on canvas;1910;1961;support: 619 x 749 x 20 mm frame: 856 x 984 x 67 mm;619.0;749.0;Georges Braque;TATE
Braque, Georges;artist;Black Chariot;1958;Etching and aquatint on paper;1958;1988;image: 236 x 295 mm;236.0;295.0;Georges Braque;TATE
Braque, Georges;artist;Profile with Palette;1953;Lithograph on paper;1953;1987;image: 520 x 712 mm;520.0;712.0;Georges Braque;TATE
Braque, Georges;artist;Clarinet and Bottle of Rum on a Mantelpiece;1911;Oil paint on canvas;1911;1978;support: 810 x 600 mm frame: 935 x 723 x 74 mm;810.0;600.0;Georges Braque;TATE
Kiefer, Anselm;artist;Heroic Symbols;1969;Photograph, black and white, on paper;1969;2012;support: 630 x 833 mm;630.0;833.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Johannisnacht gefallene Bilder. The secret life of plants;2006;Photograph, black and white, on papers with paint;2006;2012;support: 1760 x 1390 mm;1760.0;1390.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Man under a Pyramid;1996;Emulsion, acrylic paint, shellac and ash on 2 canvases;1996;2008;support: 2815 x 5030 x 65 mm support: 730 x 5035 x 95 mm;2815.0;5030.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;The moral law within us, the starry heavens above us;1969–2010;Photograph, black and white, on paper with paint;1969;2012;support: 765 x 585 mm;765.0;585.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Untitled;2006;Photograph, black and white, on paper with paint;2006;2012;support: 635 x 1260 mm;635.0;1260.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Parsifal III;1973;Oil paint and blood on paper on canvas;1973;1982;support: 3007 x 4345 mm;3007.0;4345.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;The Rhine;1981;Metal lectern, Perspex and book with woodcuts on paper;1981;1985;object: 1180 x 420 x 95 mm;1180.0;420.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Let a Thousand Flowers Bloom;2000;Oil paint, shellac resin, wood, metal string and screws on canvas;2000;2002;support: 3803 x 2805 x 54 mm;3803.0;2805.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;The starry heavens above us, and the moral law within;1969–2010;Photograph, black and white, on paper with paint;1969;2012;support: 630 x 832 mm;630.0;832.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Hortus philosophorum;2010;Photograph, black and white, on paper with paint and chalk;2010;2012;support: 1852 x 2460 mm;1852.0;2460.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Heroic Symbols;1969;Photograph, black and white, on paper;1969;2012;support: 535 x 759 mm;535.0;759.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Urd Werdande Skuld (The Norns);1983;Oil paint, shellac, emulsion and fibre on canvas;1983;2008;support: 4205 x 2805 x 60 mm;4205.0;2805.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Heroic Symbols;1969;Photograph, black and white, on paper;1969;2012;support: 633 x 833 mm;633.0;833.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Lilith;1987–9;Oil paint, ash and copper wire on canvas;1987;1990;support: 3815 x 5612 x 500 mm support, each: 3815 x 2806 x 50 mm;3815.0;5612.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Cette obscure clarté qui tombe des étoiles;1999;Acrylic paint, oil paint, shellac, earth, sand, wood, paper and glass on 2 canvases, lead, iron, books and other materia;1999;2008;support: 4700 x 4000 mm object: 3400 x 1650 x 1100 mm;4700.0;4000.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Heroic Symbols;1969;Photograph, black and white, on paper;1969;2012;support: 775 x 534 mm;775.0;534.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Parsifal I;1973;Oil paint on paper on canvas;1973;1982;support: 3247 x 2198 mm;3247.0;2198.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Palm Sunday;2006;Palm tree and 40 works on fibreboard with clay, paint, shellac, adhesive, metal, palm fronds, fabric and paper;2006;2008;Overall display dimensions variable;;;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Heroic Symbols;1969;Photograph, black and white, on paper;1969;2012;support: 513 x 757 mm;513.0;757.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Untitled;2007;Photograph, black and white, on papers with paint;2007;2012;support: 1400 x 635 mm;1400.0;635.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;St John’s Lodge;2007;Photograph, black and white, on paper with paint;2007;2012;support: 1230 x 1300 mm;1230.0;1300.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Parsifal II;1973;Oil paint and blood on paper on canvas;1973;1982;support: 3247 x 2188 mm;3247.0;2188.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Palette;1981;Oil paint, shellac, emulsion, paper and nails on canvas;1981;2009;support: 2905 x 4000 x 35 mm;2905.0;4000.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Heroic Symbols;1969;Photograph, black and white, on paper;1969;2012;support: 760 x 540 mm;760.0;540.0;Anselm Kiefer;TATE
Kiefer, Anselm;artist;Falling Stars;2006;Photograph, black and white, on papers;2006;2012;support: 1155 x 1250 mm;1155.0;1250.0;Anselm Kiefer;TATE
Man Ray;artist;Indestructible Object;1923, remade 1933, editioned replica 1965;Wooden metronome and photograph, black and white, on paper;1923;2000;unconfirmed: 215 x 110 x 115 mm;215.0;110.0;Man Ray;TATE
Man Ray;artist;New York;1920, editioned replica 1973;Glass, steel, cork and linen tape;1920;2003;object: 259 x 65 x 65 mm;259.0;65.0;Man Ray;TATE
Man Ray;artist;Untitled III;1969;Lithograph and screenprint on paper;1969;1975;image: 581 x 445 mm;581.0;445.0;Man Ray;TATE
Man Ray;artist;Emak Bakia;1926, remade 1970;Wood and horse hair on wooden base;1926;2003;object: 510 x 197 x 260 mm, 1.4 kg;510.0;197.0;Man Ray;TATE
Man Ray;artist;Untitled II;1969;Lithograph and screenprint on paper;1969;1975;image: 581 x 445 mm;581.0;445.0;Man Ray;TATE
Man Ray;artist;Ce qui manque à nous tous;1927, editioned replica 1973;Clay, glass and wire;1927;2003;Object: 120 x 196 x 80 mm;120.0;196.0;Man Ray;TATE
Man Ray;artist;The Lovers;1933, editioned replica 1973;Lead and rope;1933;2003;object: 50 x 705 x 380 mm;50.0;705.0;Man Ray;TATE
Man Ray;artist;Untitled I;1969;Lithograph and screenprint on paper;1969;1975;image: 581 x 445 mm;581.0;445.0;Man Ray;TATE
Man Ray;artist;Gertrude Stein;c.1920–9;Photograph, gelatin silver print on paper;1920;2010;unconfirmed: 240 x 180 mm;240.0;180.0;Man Ray;TATE
Man Ray;artist;Pisces;1938;Oil paint on canvas;1938;1960;support: 600 x 730 mm frame: 775 x 905 x 110 mm;600.0;730.0;Man Ray;TATE
Man Ray;artist;Cadeau;1921, editioned replica 1972;Iron and nails;1921;2003;object: 178 x 94 x 126 mm;178.0;94.0;Man Ray;TATE
Man Ray;artist;L’Enigme d’Isidore Ducasse;1920, remade 1972;Sewing machine, wool and string;1920;2003;object: 355 x 605 x 335 mm;355.0;605.0;Man Ray;TATE
Reinhardt, Ad;artist;[no title];1964;Screenprint on paper;1964;1996;image: 305 x 305 mm;305.0;305.0;Ad Reinhardt;TATE
Reinhardt, Ad;artist;Abstract Painting;c.1951–2;Oil paint on canvas;1951;1972;support: 2032 x 1067 mm frame: 2097 x 1130 x 40 mm;2032.0;1067.0;Ad Reinhardt;TATE
Reinhardt, Ad;artist;Abstract Painting No. 5;1962;Oil paint on canvas;1962;1972;support: 1524 x 1524 mm frame: 1576 x 1577 x 66 mm;1524.0;1524.0;Ad Reinhardt;TATE
Picabia, Francis;artist;Portrait of a Doctor;c.1935–8;Oil paint on canvas;1935;1990;support: 920 x 728 x 18 mm frame: 1117 x 924 x 50 mm;920.0;728.0;Francis Picabia;TATE
Picabia, Francis;artist;Otaïti;1930;Oil paint and resin on canvas;1930;2005;support: 1940 x 1303 mm frame: 2170 x 1515 x 108 mm;1940.0;1303.0;Francis Picabia;TATE
Picabia, Francis;artist;The Fig-Leaf;1922;Oil paint on canvas;1922;1984;support: 2000 x 1600 mm frame (without perspex box): 2062 x 1663 x 70 mm;2000.0;1600.0;Francis Picabia;TATE
Picabia, Francis;artist;The Handsome Pork-Butcher;c.1924–6, c.1929–35;Oil paint, 4 plastic combs and bone comb on canvas;1924;1996;support: 924 x 737 x 22 mm frame: 1060 x 870 x 55 mm;924.0;737.0;Francis Picabia;TATE
Picabia, Francis;artist;Alarm Clock;1919;Ink on paper;1919;2011;support: 318 x 230 mm;318.0;230.0;Francis Picabia;TATE
Picabia, Francis;artist;Conversation I;1922;Watercolour and graphite on paper;1922;1959;support: 595 x 724 mm frame: 648 x 772 x 30 mm;595.0;724.0;Francis Picabia;TATE
Francis, Sam;artist;Concert Hall I;1976;Lithograph on paper;1976;1984;image: 561 x 447 mm;561.0;447.0;Sam Francis;TATE
Francis, Sam;artist;Damn Braces;1960;Lithograph on paper;1960;1984;image: 851 x 632 mm;851.0;632.0;Sam Francis;TATE
Francis, Sam;artist;Blue Blood Stone;1960;Lithograph on paper;1960;1984;image: 844 x 632 mm;844.0;632.0;Sam Francis;TATE
Francis, Sam;artist;Painting;1957;Watercolour on paper;1957;1957;support: 629 x 486 mm;629.0;486.0;Sam Francis;TATE
Francis, Sam;artist;Around the Blues;1957–62;Oil paint and acrylic paint on canvas;1957;1964;support: 2755 x 4875 x 50mm;2755.0;4875.0;Sam Francis;TATE
Dubuffet, Jean;artist;Peopling of the Lands;1953;Lithograph on paper;1953;1986;image: 645 x 500 mm;645.0;500.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Gold and Shadow [from ‘Land Registry’];1958, published 1960;Lithograph on paper;1958;1985;image: 443 x 386 mm;443.0;386.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Typist [from ‘Matter and Memory’];1944, published 1945;Lithograph on paper;1944;1986;image: 255 x 153 mm;255.0;153.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Man with a Hod;1955–6;Paper and ink on paper;1955;1959;support: 1022 x 505 mm;1022.0;505.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;The Exemplary Life of the Soil (Texturology LXIII);1958;Oil paint on canvas;1958;1966;support: 1295 x 1619 mm frame: 1360 x 1681 x 65 mm;1295.0;1619.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Monsieur Plume with Creases in his Trousers (Portrait of Henri Michaux);1947;Oil paint and grit on canvas;1947;1980;support: 1302 x 965 mm frame: 1369 x 1035 x 72 mm;1302.0;965.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Hairnet 7;1959;Ink on paper;1959;2011;support: 265 x 182 mm;265.0;182.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Fern in the Hat;1953;Lithograph on paper;1953;1984;image: 527 x 400 mm;527.0;400.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Vicissitudes;1977;Acrylic paint on paper and canvas;1977;1983;support: 2100 x 3390 mm;2100.0;3390.0;Jean Dubuffet;TATE
